mass,ctau,acc_allbins,trigsf_unc,oneminuseff
8.0,0.6,0.24328614625367814,0.041,0.27544074009425734
8.0,0.8,0.25093618214897423,0.041,0.27544074009425734
8.0,1.0,0.2542880046210994,0.041,0.27544074009425734
8.0,2.0,0.25315506339616994,0.314,0.2077977115411781
8.0,4.0,0.2336458280330504,0.314,0.2077977115411781
8.0,6.0,0.21099418605851974,0.314,0.2077977115411781
8.0,8.0,0.1902694396962267,0.314,0.2077977115411781
8.0,10.0,0.1723438492997879,0.314,0.2077977115411781
8.0,15.0,0.12988254075444175,0.085,0.21646090534979423
8.0,20.0,0.10828786173241486,0.085,0.21646090534979423
8.0,25.0,0.09267299108868225,0.085,0.21646090534979423
8.0,30.0,0.08092537632093717,0.085,0.21646090534979423
8.0,35.0,0.07179025715087509,0.085,0.21646090534979423
8.0,40.0,0.06449289251122196,0.085,0.21646090534979423
8.0,45.0,0.05853377921298646,0.085,0.21646090534979423
8.0,50.0,0.05357788822864702,0.085,0.21646090534979423
8.0,55.0,0.04939265688484957,0.085,0.21646090534979423
8.0,60.0,0.045812021552108145,0.085,0.21646090534979423
8.0,65.0,0.04271414697620732,0.085,0.21646090534979423
8.0,70.0,0.04000784753900864,0.085,0.21646090534979423
8.0,75.0,0.037623419368487024,0.085,0.21646090534979423
8.0,80.0,0.03550679302040256,0.085,0.21646090534979423
8.0,85.0,0.03361532077281529,0.085,0.21646090534979423
8.0,90.0,0.031914925797652656,0.085,0.21646090534979423
8.0,95.0,0.030378096259670292,0.085,0.21646090534979423
8.0,100.0,0.028982334223973415,0.085,0.21646090534979423
10.0,0.1,0.11146704983022585,0.027,0.28306683066830673
10.0,0.2,0.17922654643629982,0.027,0.28306683066830673
10.0,0.4,0.23287296223785636,0.027,0.28306683066830673
10.0,0.6,0.2527675395702507,0.027,0.28306683066830673
10.0,0.8,0.2618175219512889,0.027,0.28306683066830673
10.0,1.0,0.2662131457428891,0.027,0.28306683066830673
10.0,2.0,0.26401035018254854,0.314,0.19881268157130227
10.0,4.0,0.24770874302729456,0.314,0.19881268157130227
10.0,6.0,0.22882660238382602,0.314,0.19881268157130227
10.0,8.0,0.2107579405787235,0.314,0.19881268157130227
