mass,ctau = 1,ctau = 10,ctau = 100,what
0.33,1.059476248961834e-08,3.3989413956535954e-08,2.287001163557365e-07,BRbrUL
0.33,1.942100662285488e-08,5.932276753609427e-08,4.511344760989872e-07,BRbrULup
0.33,6.201331908900957e-09,2.0710315293666044e-08,1.2786059587354108e-07,BRbrULdown
0.33,3.219186407325645e-08,1.0326403693035471e-07,6.949507302823461e-07,BRbrULupup
0.33,4.05570302064363e-09,1.2745096663772487e-08,7.683384046060876e-08,BRbrULdowndown
0.33,8.419039066304935e-09,3.0341022675989295e-08,2.6277016793612884e-07,BRbrULobs
0.33,-0.0179198,-0.0151749,0.45230600000000004,Significance
0.33,0.0,0.0,0.45229600000000003,posSignificance
0.332,698.8080531579895,2698.4409480417967,22723.078312709662,xsecBRbrUL
0.332,219.73914274497727,179.92888704985938,156.4519863144143,nevtUL
0.332,443.51846490539145,355.6163565044366,315.81387180023336,nevtULup
0.332,111.85081320121252,91.02479792375023,77.41768783181695,nevtULdown
0.332,667.7328833105453,546.7452368918379,475.4990794162085,nevtULupup
0.332,71.24701007607106,56.23191921245145,42.786295223987935,nevtULdowndown
0.332,144.94920610459997,138.210568671264,139.17221469162828,nevtULobs
0.332,5.254195888405936e-09,2.0289029684524783e-08,1.7085021287751626e-07,BRbrUL
0.332,1.0604996750362933e-08,4.0099791265988944e-08,3.448781220221001e-07,BRbrULup
0.332,2.674471537002046e-09,1.0264081868027548e-08,8.45424130312394e-08,BRbrULdown
0.332,1.5966201224856202e-08,6.165174766015817e-08,5.192591085296914e-07,BRbrULupup
0.332,1.7035915528138902e-09,6.34078883510839e-09,4.672390437132535e-08,BRbrULdowndown
0.332,3.4658892049395786e-09,1.558481451457696e-08,1.5198018936567126e-07,BRbrULobs
0.332,-0.00788284,-0.0121044,-0.016003399999999997,Significance
0.332,0.0,0.0,0.0,posSignificance
0.33399999999999996,528.9380210222344,1845.1770048492306,14391.797352169173,xsecBRbrUL
0.33399999999999996,173.6611354970469,128.78572319215547,104.84902280094525,nevtUL
0.33399999999999996,350.53491276074004,259.93130334390855,211.63969417227835,nevtULup
0.33399999999999996,98.11537759045522,74.40490178495861,57.830670165082005,nevtULdown
0.33399999999999996,527.7331992937914,391.35451372620247,318.62072324659067,nevtULupup
0.33399999999999996,63.76607142888855,48.793513017561466,36.43446435021953,nevtULdowndown
0.33399999999999996,202.07192202935826,161.19905260780442,157.84460731035549,nevtULobs
0.33399999999999996,3.976977601670935e-09,1.387351131465587e-08,1.0820900264788852e-07,BRbrUL
0.33399999999999996,8.027527245304949e-09,2.80012394898336e-08,2.184218757151824e-07,BRbrULup
0.33399999999999996,2.2469198876300234e-09,8.015308072924332e-09,5.968390523679836e-08,BRbrULdown
